Areas & Category,TMH-MB MKS,AIS-MB MKS,DTAC-MB MKS,TOT-MB MKS,Total Market Size,TMH-MB Total Customer,AIS-MB Total Customer,DTAC-MB Total Customer,TOT-MB Total Customer,AREA_META,Category,Metric,Area_type
"Bangkok Yai, Bangkok, 18-24",34.1,27.21,38.69,0,15000,5700,4400,6300,0,"Bangkok Yai, Bangkok",18-24,Age,District
"Bangkok Yai, Bangkok, 25-34",33.09,33.76,33.15,0,34000,12000,12000,12000,0,"Bangkok Yai, Bangkok",25-34,Age,District
"Bangkok Yai, Bangkok, 35-44",30.78,38.89,30.33,0,19000,6300,7900,6000,0,"Bangkok Yai, Bangkok",35-44,Age,District
"Bangkok Yai, Bangkok, 45-54",30.51,43.04,26.45,0,14000,4400,6300,3800,0,"Bangkok Yai, Bangkok",45-54,Age,District
"Bangkok Yai, Bangkok, 55-64",30.49,41.37,28.14,0,8500,2700,3600,2500,0,"Bangkok Yai, Bangkok",55-64,Age,District
"Bangkok Yai, Bangkok, 65+",31.89,37.11,31,0,6700,2100,2600,2100,0,"Bangkok Yai, Bangkok",65+,Age,District
"Amphoe Mueang Nakhon Nayok, Changwat Nakhon Nayok, 13-17",43.66,38.26,18.08,0,3800,1700,1600,880,0,"Amphoe Mueang Nakhon Nayok, Changwat Nakhon Nayok",13-17,Age,District
"Amphoe Mueang Nakhon Nayok, Changwat Nakhon Nayok, 18-24",36.62,42.27,21.1,0,14000,5700,6500,3200,0,"Amphoe Mueang Nakhon Nayok, Changwat Nakhon Nayok",18-24,Age,District
"Amphoe Mueang Nakhon Nayok, Changwat Nakhon Nayok, 25-34",36.24,44.24,19.51,0,29000,10000,13000,5700,0,"Amphoe Mueang Nakhon Nayok, Changwat Nakhon Nayok",25-34,Age,District
"Amphoe Mueang Nakhon Nayok, Changwat Nakhon Nayok, 35-44",33.4,47.64,18.96,0,18000,6100,8800,3500,0,"Amphoe Mueang Nakhon Nayok, Changwat Nakhon Nayok",35-44,Age,District
"Amphoe Mueang Nakhon Nayok, Changwat Nakhon Nayok, 45-54",30.81,47.94,21.25,0,12000,3800,6000,2500,0,"Amphoe Mueang Nakhon Nayok, Changwat Nakhon Nayok",45-54,Age,District
"Amphoe Mueang Nakhon Nayok, Changwat Nakhon Nayok, 55-64",28.01,51.61,20.38,0,8200,2100,4300,1700,0,"Amphoe Mueang Nakhon Nayok, Changwat Nakhon Nayok",55-64,Age,District
"Amphoe Mueang Nakhon Nayok, Changwat Nakhon Nayok, 65+",28.14,49.28,22.58,0,5400,1700,2800,1200,0,"Amphoe Mueang Nakhon Nayok, Changwat Nakhon Nayok",65+,Age,District
"Amphoe Sam Ngam, Changwat Phichit, 13-17",40,37.69,22.31,0,1200,580,560,220,0,"Amphoe Sam Ngam, Changwat Phichit",13-17,Age,District
"Amphoe Sam Ngam, Changwat Phichit, 18-24",36.82,41.54,21.64,0,3800,1500,1700,910,0,"Amphoe Sam Ngam, Changwat Phichit",18-24,Age,District
"Amphoe Sam Ngam, Changwat Phichit, 25-34",38.39,37.57,24.04,0,7000,2900,2800,1700,0,"Amphoe Sam Ngam, Changwat Phichit",25-34,Age,District
"Amphoe Sam Ngam, Changwat Phichit, 35-44",38.4,37.82,23.78,0,5000,1900,1900,1300,0,"Amphoe Sam Ngam, Changwat Phichit",35-44,Age,District
"Amphoe Sam Ngam, Changwat Phichit, 45-54",34.13,46.42,19.45,0,3100,1000,1400,590,0,"Amphoe Sam Ngam, Changwat Phichit",45-54,Age,District
"Amphoe Sam Ngam, Changwat Phichit, 55-64",29.27,42.16,28.57,0,2800,840,1200,790,0,"Amphoe Sam Ngam, Changwat Phichit",55-64,Age,District
"Amphoe Sam Ngam, Changwat Phichit, 65+",30.92,50.66,18.42,0,1500,410,720,280,0,"Amphoe Sam Ngam, Changwat Phichit",65+,Age,District
"Amphoe Phanat Nikhom, Changwat Chon Buri, 13-17",30.84,42.18,26.98,0,4200,1400,2000,1200,0,"Amphoe Phanat Nikhom, Changwat Chon Buri",13-17,Age,District
"Amphoe Phanat Nikhom, Changwat Chon Buri, 18-24",32.26,40.4,27.34,0,18000,6700,7900,5500,0,"Amphoe Phanat Nikhom, Changwat Chon Buri",18-24,Age,District
"Amphoe Phanat Nikhom, Changwat Chon Buri, 25-34",30.95,44.45,24.61,0,41000,13000,19000,10000,0,"Amphoe Phanat Nikhom, Changwat Chon Buri",25-34,Age,District
"Amphoe Phanat Nikhom, Changwat Chon Buri, 35-44",27.7,48.44,23.87,0,25000,6800,13000,6100,0,"Amphoe Phanat Nikhom, Changwat Chon Buri",35-44,Age,District
"Amphoe Phanat Nikhom, Changwat Chon Buri, 45-54",26.07,50,23.93,0,15000,4100,8200,3800,0,"Amphoe Phanat Nikhom, Changwat Chon Buri",45-54,Age,District
"Amphoe Phanat Nikhom, Changwat Chon Buri, 55-64",21.01,49.43,29.56,0,9200,2000,4600,2800,0,"Amphoe Phanat Nikhom, Changwat Chon Buri",55-64,Age,District
"Amphoe Phanat Nikhom, Changwat Chon Buri, 65+",25.22,47.32,27.46,0,5500,1500,2600,1600,0,"Amphoe Phanat Nikhom, Changwat Chon Buri",65+,Age,District
"Amphoe Chai Prakan, Changwat Chiang Mai, 13-17",38.1,54.5,7.41,0,1700,680,990,110,0,"Amphoe Chai Prakan, Changwat Chiang Mai",13-17,Age,District
"Amphoe Chai Prakan, Changwat Chiang Mai, 18-24",31.55,57.22,11.23,0,3500,1100,2100,350,0,"Amphoe Chai Prakan, Changwat Chiang Mai",18-24,Age,District
"Amphoe Chai Prakan, Changwat Chiang Mai, 25-34",30.14,60.11,9.75,0,5300,1700,3400,540,0,"Amphoe Chai Prakan, Changwat Chiang Mai",25-34,Age,District
"Amphoe Chai Prakan, Changwat Chiang Mai, 35-44",31.4,59.59,9.01,0,3500,1100,2100,310,0,"Amphoe Chai Prakan, Changwat Chiang Mai",35-44,Age,District
"Amphoe Chai Prakan, Changwat Chiang Mai, 45-54",27.5,61.5,11,0,1900,520,1200,170,0,"Amphoe Chai Prakan, Changwat Chiang Mai",45-54,Age,District
"Amphoe Chai Prakan, Changwat Chiang Mai, 55-64",26.52,56.82,16.67,0,1400,480,790,0,0,"Amphoe Chai Prakan, Changwat Chiang Mai",55-64,Age,District
"Amphoe Chai Prakan, Changwat Chiang Mai, 65+",34.44,65.56,0,0,960,380,650,0,0,"Amphoe Chai Prakan, Changwat Chiang Mai",65+,Age,District
"Amphoe Bang Pahan, Changwat Phra Nakhon Si Ayutthaya, 13-17",38.89,48.89,12.22,0,880,430,480,100,0,"Amphoe Bang Pahan, Changwat Phra Nakhon Si Ayutthaya",13-17,Age,District
"Amphoe Bang Pahan, Changwat Phra Nakhon Si Ayutthaya, 18-24",33.33,49.2,17.47,0,4000,1400,2100,820,0,"Amphoe Bang Pahan, Changwat Phra Nakhon Si Ayutthaya",18-24,Age,District
"Amphoe Bang Pahan, Changwat Phra Nakhon Si Ayutthaya, 25-34",30.46,53.47,16.07,0,9100,2900,5100,1500,0,"Amphoe Bang Pahan, Changwat Phra Nakhon Si Ayutthaya",25-34,Age,District
"Amphoe Bang Pahan, Changwat Phra Nakhon Si Ayutthaya, 35-44",25.96,59.06,14.98,0,5400,1500,3400,780,0,"Amphoe Bang Pahan, Changwat Phra Nakhon Si Ayutthaya",35-44,Age,District
"Amphoe Bang Pahan, Changwat Phra Nakhon Si Ayutthaya, 45-54",23.5,61.52,14.98,0,4200,1100,2600,550,0,"Amphoe Bang Pahan, Changwat Phra Nakhon Si Ayutthaya",45-54,Age,District
"Amphoe Bang Pahan, Changwat Phra Nakhon Si Ayutthaya, 55-64",18.71,62.95,18.35,0,2600,500,1700,450,0,"Amphoe Bang Pahan, Changwat Phra Nakhon Si Ayutthaya",55-64,Age,District
"Amphoe Bang Pahan, Changwat Phra Nakhon Si Ayutthaya, 65+",19.08,70.23,10.69,0,1300,210,890,200,0,"Amphoe Bang Pahan, Changwat Phra Nakhon Si Ayutthaya",65+,Age,District
"Amphoe Uthumphon Phisai, Changwat Si Sa Ket, 13-17",29.65,55.53,14.82,0,3400,1100,2100,610,0,"Amphoe Uthumphon Phisai, Changwat Si Sa Ket",13-17,Age,District
"Amphoe Uthumphon Phisai, Changwat Si Sa Ket, 18-24",31.15,50.84,18.02,0,7700,2700,4200,1500,0,"Amphoe Uthumphon Phisai, Changwat Si Sa Ket",18-24,Age,District
"Amphoe Uthumphon Phisai, Changwat Si Sa Ket, 25-34",33.52,48.86,17.62,0,16000,5400,8000,2900,0,"Amphoe Uthumphon Phisai, Changwat Si Sa Ket",25-34,Age,District
"Amphoe Uthumphon Phisai, Changwat Si Sa Ket, 35-44",32.29,49.58,18.13,0,9400,3000,4600,1800,0,"Amphoe Uthumphon Phisai, Changwat Si Sa Ket",35-44,Age,District
"Amphoe Uthumphon Phisai, Changwat Si Sa Ket, 45-54",22.5,58.3,19.2,0,8700,2100,5100,1700,0,"Amphoe Uthumphon Phisai, Changwat Si Sa Ket",45-54,Age,District
"Amphoe Uthumphon Phisai, Changwat Si Sa Ket, 55-64",20.81,63.96,15.23,0,5800,1200,3800,880,0,"Amphoe Uthumphon Phisai, Changwat Si Sa Ket",55-64,Age,District
"Amphoe Uthumphon Phisai, Changwat Si Sa Ket, 65+",23.89,57.01,19.11,0,3100,780,1800,620,0,"Amphoe Uthumphon Phisai, Changwat Si Sa Ket",65+,Age,District
"Amphoe Warin Chamrap, Changwat Ubon Ratchathani, 13-17",32.96,44.47,22.57,0,3900,1500,2100,1100,0,"Amphoe Warin Chamrap, Changwat Ubon Ratchathani",13-17,Age,District
"Amphoe Warin Chamrap, Changwat Ubon Ratchathani, 18-24",33.63,41.85,24.52,0,30000,11000,14000,8100,0,"Amphoe Warin Chamrap, Changwat Ubon Ratchathani",18-24,Age,District
"Amphoe Warin Chamrap, Changwat Ubon Ratchathani, 25-34",32.59,40.06,27.35,0,42000,14000,18000,12000,0,"Amphoe Warin Chamrap, Changwat Ubon Ratchathani",25-34,Age,District
"Amphoe Warin Chamrap, Changwat Ubon Ratchathani, 35-44",32.43,43.68,23.9,0,24000,8200,11000,6000,0,"Amphoe Warin Chamrap, Changwat Ubon Ratchathani",35-44,Age,District
"Amphoe Warin Chamrap, Changwat Ubon Ratchathani, 45-54",26.29,47.9,25.81,0,18000,4900,8700,4900,0,"Amphoe Warin Chamrap, Changwat Ubon Ratchathani",45-54,Age,District
"Amphoe Warin Chamrap, Changwat Ubon Ratchathani, 55-64",25.08,50.77,24.16,0,13000,3300,6700,3000,0,"Amphoe Warin Chamrap, Changwat Ubon Ratchathani",55-64,Age,District
"Amphoe Warin Chamrap, Changwat Ubon Ratchathani, 65+",23.12,52.72,24.16,0,8600,2100,4500,2100,0,"Amphoe Warin Chamrap, Changwat Ubon Ratchathani",65+,Age,District
"Amphoe Si Narong, Changwat Surin, 13-17",25.45,64.55,10,0,3100,850,2100,440,0,"Amphoe Si Narong, Changwat Surin",13-17,Age,District
"Amphoe Si Narong, Changwat Surin, 18-24",32.09,55.11,12.81,0,6600,2300,3900,820,0,"Amphoe Si Narong, Changwat Surin",18-24,Age,District
"Amphoe Si Narong, Changwat Surin, 25-34",29.47,57.82,12.71,0,11000,3400,6700,1500,0,"Amphoe Si Narong, Changwat Surin",25-34,Age,District
"Amphoe Si Narong, Changwat Surin, 35-44",26.37,59.53,14.1,0,7300,2100,4400,1100,0,"Amphoe Si Narong, Changwat Surin",35-44,Age,District
"Amphoe Si Narong, Changwat Surin, 45-54",21.52,65.23,13.25,0,6000,1300,4000,800,0,"Amphoe Si Narong, Changwat Surin",45-54,Age,District
"Amphoe Si Narong, Changwat Surin, 55-64",19.53,71.5,8.97,0,3900,780,2800,360,0,"Amphoe Si Narong, Changwat Surin",55-64,Age,District
"Amphoe Si Narong, Changwat Surin, 65+",18.62,69.23,12.15,0,2200,370,1500,210,0,"Amphoe Si Narong, Changwat Surin",65+,Age,District
"Amphoe Lom Kao, Changwat Phetchabun, 13-17",41.38,53.64,4.98,0,2400,1200,1300,160,0,"Amphoe Lom Kao, Changwat Phetchabun",13-17,Age,District
"Amphoe Lom Kao, Changwat Phetchabun, 18-24",47.35,44.62,8.03,0,5500,2700,2700,570,0,"Amphoe Lom Kao, Changwat Phetchabun",18-24,Age,District
"Amphoe Lom Kao, Changwat Phetchabun, 25-34",43.52,47.9,8.58,0,11000,4800,5500,1000,0,"Amphoe Lom Kao, Changwat Phetchabun",25-34,Age,District
"Amphoe Lom Kao, Changwat Phetchabun, 35-44",43.19,48.04,8.76,0,6300,2800,3100,560,0,"Amphoe Lom Kao, Changwat Phetchabun",35-44,Age,District
"Amphoe Lom Kao, Changwat Phetchabun, 45-54",37.22,53.17,9.61,0,5800,2300,3000,580,0,"Amphoe Lom Kao, Changwat Phetchabun",45-54,Age,District
"Amphoe Lom Kao, Changwat Phetchabun, 55-64",36.66,51.21,12.13,0,3400,1400,1800,380,0,"Amphoe Lom Kao, Changwat Phetchabun",55-64,Age,District
"Amphoe Lom Kao, Changwat Phetchabun, 65+",43.46,42.99,13.55,0,2100,990,1100,270,0,"Amphoe Lom Kao, Changwat Phetchabun",65+,Age,District
"Amphoe Mae Lao, Changwat Chiang Rai, 13-17",30.77,44.62,24.62,0,500,160,200,0,0,"Amphoe Mae Lao, Changwat Chiang Rai",13-17,Age,District
"Amphoe Mae Lao, Changwat Chiang Rai, 18-24",39.16,38.46,22.38,0,1400,620,590,250,0,"Amphoe Mae Lao, Changwat Chiang Rai",18-24,Age,District
"Amphoe Mae Lao, Changwat Chiang Rai, 25-34",36.67,41.67,21.67,0,3500,1300,1500,830,0,"Amphoe Mae Lao, Changwat Chiang Rai",25-34,Age,District
"Amphoe Mae Lao, Changwat Chiang Rai, 35-44",41.16,41.88,16.97,0,2700,1100,1100,450,0,"Amphoe Mae Lao, Changwat Chiang Rai",35-44,Age,District
"Amphoe Mae Lao, Changwat Chiang Rai, 45-54",31.71,46.95,21.34,0,1700,500,810,480,0,"Amphoe Mae Lao, Changwat Chiang Rai",45-54,Age,District
"Amphoe Mae Lao, Changwat Chiang Rai, 55-64",31.36,48.52,20.12,0,1500,430,790,340,0,"Amphoe Mae Lao, Changwat Chiang Rai",55-64,Age,District
"Amphoe Mae Lao, Changwat Chiang Rai, 65+",37.93,42.24,19.83,0,1000,440,410,290,0,"Amphoe Mae Lao, Changwat Chiang Rai",65+,Age,District
"Amphoe Ranot, Changwat Songkhla, 13-17",21.92,29.62,48.46,0,2300,430,770,1300,0,"Amphoe Ranot, Changwat Songkhla",13-17,Age,District
"Amphoe Ranot, Changwat Songkhla, 18-24",22.24,32.43,45.33,0,5200,1300,1700,2700,0,"Amphoe Ranot, Changwat Songkhla",18-24,Age,District
"Amphoe Ranot, Changwat Songkhla, 25-34",20.28,35.71,44.01,0,12000,2600,4700,5600,0,"Amphoe Ranot, Changwat Songkhla",25-34,Age,District
"Amphoe Ranot, Changwat Songkhla, 35-44",23.18,37.71,39.11,0,7400,1800,3000,3100,0,"Amphoe Ranot, Changwat Songkhla",35-44,Age,District
"Amphoe Ranot, Changwat Songkhla, 45-54",17.15,37.18,45.68,0,6300,1100,2400,3000,0,"Amphoe Ranot, Changwat Songkhla",45-54,Age,District
"Amphoe Ranot, Changwat Songkhla, 55-64",16,41.41,42.59,0,4200,770,1800,1900,0,"Amphoe Ranot, Changwat Songkhla",55-64,Age,District
"Amphoe Ranot, Changwat Songkhla, 65+",13.12,37.59,49.29,0,2900,470,1100,1300,0,"Amphoe Ranot, Changwat Songkhla",65+,Age,District
"Amphoe Ban Rai, Changwat Uthai Thani, 13-17",30,62.76,7.24,0,2600,950,1800,150,0,"Amphoe Ban Rai, Changwat Uthai Thani",13-17,Age,District
"Amphoe Ban Rai, Changwat Uthai Thani, 18-24",30.25,62.58,7.17,0,5900,1900,4000,430,0,"Amphoe Ban Rai, Changwat Uthai Thani",18-24,Age,District
"Amphoe Ban Rai, Changwat Uthai Thani, 25-34",27.33,67.27,5.39,0,13000,3700,9000,640,0,"Amphoe Ban Rai, Changwat Uthai Thani",25-34,Age,District
"Amphoe Ban Rai, Changwat Uthai Thani, 35-44",28.5,64.68,6.82,0,8100,2300,5400,560,0,"Amphoe Ban Rai, Changwat Uthai Thani",35-44,Age,District
"Amphoe Ban Rai, Changwat Uthai Thani, 45-54",23.46,71.54,5,0,5100,1300,3700,190,0,"Amphoe Ban Rai, Changwat Uthai Thani",45-54,Age,District
"Amphoe Ban Rai, Changwat Uthai Thani, 55-64",19.73,76.27,4,0,3600,580,2900,110,0,"Amphoe Ban Rai, Changwat Uthai Thani",55-64,Age,District
"Amphoe Ban Rai, Changwat Uthai Thani, 65+",16.29,83.71,0,0,1900,440,1500,0,0,"Amphoe Ban Rai, Changwat Uthai Thani",65+,Age,District
"Amphoe Wiang Nong Long, Changwat Lamphun, 13-17",64.52,35.48,0,0,350,190,150,0,0,"Amphoe Wiang Nong Long, Changwat Lamphun",13-17,Age,District
"Amphoe Wiang Nong Long, Changwat Lamphun, 18-24",46.56,37.4,16.03,0,1400,690,470,230,0,"Amphoe Wiang Nong Long, Changwat Lamphun",18-24,Age,District
"Amphoe Wiang Nong Long, Changwat Lamphun, 25-34",42.24,45.34,12.42,0,3100,1400,1400,280,0,"Amphoe Wiang Nong Long, Changwat Lamphun",25-34,Age,District
"Amphoe Wiang Nong Long, Changwat Lamphun, 35-44",46.98,40.95,12.07,0,2300,1000,960,320,0,"Amphoe Wiang Nong Long, Changwat Lamphun",35-44,Age,District
"Amphoe Wiang Nong Long, Changwat Lamphun, 45-54",42.53,47.13,10.34,0,1600,690,800,220,0,"Amphoe Wiang Nong Long, Changwat Lamphun",45-54,Age,District
"Amphoe Wiang Nong Long, Changwat Lamphun, 55-64",41.84,48.94,9.22,0,1300,540,620,160,0,"Amphoe Wiang Nong Long, Changwat Lamphun",55-64,Age,District
"Amphoe Wiang Nong Long, Changwat Lamphun, 65+",44.3,41.77,13.92,0,840,360,360,180,0,"Amphoe Wiang Nong Long, Changwat Lamphun",65+,Age,District
"Amphoe Plaeng Yao, Changwat Chachoengsao, 13-17",36.09,42.01,21.89,0,1600,710,810,400,0,"Amphoe Plaeng Yao, Changwat Chachoengsao",13-17,Age,District
"Amphoe Plaeng Yao, Changwat Chachoengsao, 18-24",29.16,52.19,18.65,0,7500,2200,4200,1500,0,"Amphoe Plaeng Yao, Changwat Chachoengsao",18-24,Age,District
"Amphoe Plaeng Yao, Changwat Chachoengsao, 25-34",23.27,56.99,19.74,0,17000,4300,9800,3300,0,"Amphoe Plaeng Yao, Changwat Chachoengsao",25-34,Age,District
"Amphoe Plaeng Yao, Changwat Chachoengsao, 35-44",22.82,60.74,16.44,0,12000,2800,7300,2000,0,"Amphoe Plaeng Yao, Changwat Chachoengsao",35-44,Age,District
"Amphoe Plaeng Yao, Changwat Chachoengsao, 45-54",27.65,53.64,18.71,0,5900,1600,3200,1200,0,"Amphoe Plaeng Yao, Changwat Chachoengsao",45-54,Age,District
"Amphoe Plaeng Yao, Changwat Chachoengsao, 55-64",25,52.74,22.26,0,2700,700,1500,580,0,"Amphoe Plaeng Yao, Changwat Chachoengsao",55-64,Age,District
"Amphoe Plaeng Yao, Changwat Chachoengsao, 65+",31.9,52.59,15.52,0,1200,300,710,310,0,"Amphoe Plaeng Yao, Changwat Chachoengsao",65+,Age,District
"Amphoe Wang Pong, Changwat Phetchabun, 13-17",35.4,44.25,20.35,0,970,340,470,180,0,"Amphoe Wang Pong, Changwat Phetchabun",13-17,Age,District
"Amphoe Wang Pong, Changwat Phetchabun, 18-24",41.2,45.06,13.73,0,2300,1000,1100,300,0,"Amphoe Wang Pong, Changwat Phetchabun",18-24,Age,District
"Amphoe Wang Pong, Changwat Phetchabun, 25-34",34.8,45.15,20.04,0,4600,1800,2100,870,0,"Amphoe Wang Pong, Changwat Phetchabun",25-34,Age,District
"Amphoe Wang Pong, Changwat Phetchabun, 35-44",37.46,44.52,18.02,0,2900,940,1300,490,0,"Amphoe Wang Pong, Changwat Phetchabun",35-44,Age,District
"Amphoe Wang Pong, Changwat Phetchabun, 45-54",34.57,48.15,17.28,0,2300,790,1100,370,0,"Amphoe Wang Pong, Changwat Phetchabun",45-54,Age,District
"Amphoe Wang Pong, Changwat Phetchabun, 55-64",31.66,54.27,14.07,0,1900,620,1100,300,0,"Amphoe Wang Pong, Changwat Phetchabun",55-64,Age,District
"Amphoe Wang Pong, Changwat Phetchabun, 65+",30.43,58.7,10.87,0,880,290,560,120,0,"Amphoe Wang Pong, Changwat Phetchabun",65+,Age,District
"Amphoe Bang Saphan Noi, Changwat Prachuap Khiri Khan, 13-17",9.57,80.85,9.57,0,1700,220,1400,170,0,"Amphoe Bang Saphan Noi, Changwat Prachuap Khiri Khan",13-17,Age,District
"Amphoe Bang Saphan Noi, Changwat Prachuap Khiri Khan, 18-24",16.36,73.29,10.35,0,4400,790,3500,480,0,"Amphoe Bang Saphan Noi, Changwat Prachuap Khiri Khan",18-24,Age,District
"Amphoe Bang Saphan Noi, Changwat Prachuap Khiri Khan, 25-34",16.61,73.66,9.73,0,8800,1500,6600,830,0,"Amphoe Bang Saphan Noi, Changwat Prachuap Khiri Khan",25-34,Age,District
"Amphoe Bang Saphan Noi, Changwat Prachuap Khiri Khan, 35-44",17.22,74.54,8.24,0,5600,920,4100,540,0,"Amphoe Bang Saphan Noi, Changwat Prachuap Khiri Khan",35-44,Age,District
"Amphoe Bang Saphan Noi, Changwat Prachuap Khiri Khan, 45-54",12.9,80.65,6.45,0,3400,340,2800,230,0,"Amphoe Bang Saphan Noi, Changwat Prachuap Khiri Khan",45-54,Age,District
"Amphoe Bang Saphan Noi, Changwat Prachuap Khiri Khan, 55-64",13.36,78.34,8.29,0,2100,190,1800,100,0,"Amphoe Bang Saphan Noi, Changwat Prachuap Khiri Khan",55-64,Age,District
"Amphoe Bang Saphan Noi, Changwat Prachuap Khiri Khan, 65+",14.39,73.48,12.12,0,1200,280,960,0,0,"Amphoe Bang Saphan Noi, Changwat Prachuap Khiri Khan",65+,Age,District
"Amphoe Phop Phra, Changwat Tak, 13-17",37,54.88,8.12,0,7500,2700,4400,690,0,"Amphoe Phop Phra, Changwat Tak",13-17,Age,District
"Amphoe Phop Phra, Changwat Tak, 18-24",33.96,56.62,9.43,0,16000,5600,9100,1600,0,"Amphoe Phop Phra, Changwat Tak",18-24,Age,District
"Amphoe Phop Phra, Changwat Tak, 25-34",28.43,64.21,7.36,0,18000,5200,12000,1500,0,"Amphoe Phop Phra, Changwat Tak",25-34,Age,District
"Amphoe Phop Phra, Changwat Tak, 35-44",25.15,68.2,6.65,0,7900,2000,5500,540,0,"Amphoe Phop Phra, Changwat Tak",35-44,Age,District
"Amphoe Phop Phra, Changwat Tak, 45-54",24.48,67.97,7.55,0,3700,860,2800,290,0,"Amphoe Phop Phra, Changwat Tak",45-54,Age,District
"Amphoe Phop Phra, Changwat Tak, 55-64",25.81,74.19,0,0,1800,380,1300,160,0,"Amphoe Phop Phra, Changwat Tak",55-64,Age,District
"Amphoe Phop Phra, Changwat Tak, 65+",22.44,77.56,0,0,1700,340,1200,0,0,"Amphoe Phop Phra, Changwat Tak",65+,Age,District
"Amphoe Sakhrai, Changwat Nong Khai, 13-17",38.46,46.15,15.38,0,740,330,400,0,0,"Amphoe Sakhrai, Changwat Nong Khai",13-17,Age,District
"Amphoe Sakhrai, Changwat Nong Khai, 18-24",42.14,44.65,13.21,0,1500,630,670,260,0,"Amphoe Sakhrai, Changwat Nong Khai",18-24,Age,District
"Amphoe Sakhrai, Changwat Nong Khai, 25-34",35.76,52.98,11.26,0,2900,1100,1600,350,0,"Amphoe Sakhrai, Changwat Nong Khai",25-34,Age,District
"Amphoe Sakhrai, Changwat Nong Khai, 35-44",44.92,47.06,8.02,0,1800,710,930,240,0,"Amphoe Sakhrai, Changwat Nong Khai",35-44,Age,District
"Amphoe Sakhrai, Changwat Nong Khai, 45-54",28.57,59.09,12.34,0,1400,480,870,330,0,"Amphoe Sakhrai, Changwat Nong Khai",45-54,Age,District
"Amphoe Sakhrai, Changwat Nong Khai, 55-64",40,60,0,0,980,340,540,190,0,"Amphoe Sakhrai, Changwat Nong Khai",55-64,Age,District
"Amphoe Sakhrai, Changwat Nong Khai, 65+",0,100,0,0,600,130,250,0,0,"Amphoe Sakhrai, Changwat Nong Khai",65+,Age,District
"Amphoe Na Yai Am, Changwat Chanthaburi, 13-17",26.32,73.68,0,0,1200,280,860,0,0,"Amphoe Na Yai Am, Changwat Chanthaburi",13-17,Age,District
"Amphoe Na Yai Am, Changwat Chanthaburi, 18-24",20.65,65.42,13.93,0,3900,850,2700,560,0,"Amphoe Na Yai Am, Changwat Chanthaburi",18-24,Age,District
"Amphoe Na Yai Am, Changwat Chanthaburi, 25-34",21.85,68.78,9.36,0,9200,2000,6500,880,0,"Amphoe Na Yai Am, Changwat Chanthaburi",25-34,Age,District
"Amphoe Na Yai Am, Changwat Chanthaburi, 35-44",22.67,66.54,10.79,0,5400,1300,3600,620,0,"Amphoe Na Yai Am, Changwat Chanthaburi",35-44,Age,District
"Amphoe Na Yai Am, Changwat Chanthaburi, 45-54",17.75,73.63,8.62,0,3700,620,2800,290,0,"Amphoe Na Yai Am, Changwat Chanthaburi",45-54,Age,District
"Amphoe Na Yai Am, Changwat Chanthaburi, 55-64",17,78.66,4.35,0,2500,380,2000,190,0,"Amphoe Na Yai Am, Changwat Chanthaburi",55-64,Age,District
"Amphoe Na Yai Am, Changwat Chanthaburi, 65+",12.77,79.43,7.8,0,1400,160,1100,130,0,"Amphoe Na Yai Am, Changwat Chanthaburi",65+,Age,District
"Amphoe Takhli, Changwat Nakhon Sawan, 13-17",36.82,47.28,15.9,0,2300,920,1100,450,0,"Amphoe Takhli, Changwat Nakhon Sawan",13-17,Age,District
"Amphoe Takhli, Changwat Nakhon Sawan, 18-24",36.01,47.3,16.69,0,7400,2900,3800,1300,0,"Amphoe Takhli, Changwat Nakhon Sawan",18-24,Age,District
"Amphoe Takhli, Changwat Nakhon Sawan, 25-34",32.3,49.22,18.48,0,15000,5000,7700,2800,0,"Amphoe Takhli, Changwat Nakhon Sawan",25-34,Age,District
"Amphoe Takhli, Changwat Nakhon Sawan, 35-44",29.02,52.26,18.72,0,11000,3300,5800,2000,0,"Amphoe Takhli, Changwat Nakhon Sawan",35-44,Age,District
"Amphoe Takhli, Changwat Nakhon Sawan, 45-54",29.21,50.25,20.54,0,7800,2400,4000,1600,0,"Amphoe Takhli, Changwat Nakhon Sawan",45-54,Age,District
"Amphoe Takhli, Changwat Nakhon Sawan, 55-64",24.54,57.05,18.41,0,5900,1600,3400,1100,0,"Amphoe Takhli, Changwat Nakhon Sawan",55-64,Age,District
"Amphoe Takhli, Changwat Nakhon Sawan, 65+",24.93,54.47,20.6,0,3700,1000,2000,720,0,"Amphoe Takhli, Changwat Nakhon Sawan",65+,Age,District
"Amphoe Sathing Phra, Changwat Songkhla, 13-17",20.15,39.55,40.3,0,1200,360,530,560,0,"Amphoe Sathing Phra, Changwat Songkhla",13-17,Age,District
"Amphoe Sathing Phra, Changwat Songkhla, 18-24",20.26,43.08,36.67,0,3500,760,1600,1500,0,"Amphoe Sathing Phra, Changwat Songkhla",18-24,Age,District
"Amphoe Sathing Phra, Changwat Songkhla, 25-34",24.07,40.46,35.47,0,7200,1800,3100,2900,0,"Amphoe Sathing Phra, Changwat Songkhla",25-34,Age,District
"Amphoe Sathing Phra, Changwat Songkhla, 35-44",23.02,43.83,33.15,0,5100,1400,2300,1800,0,"Amphoe Sathing Phra, Changwat Songkhla",35-44,Age,District
"Amphoe Sathing Phra, Changwat Songkhla, 45-54",18.57,46.42,35.01,0,3500,670,1800,1300,0,"Amphoe Sathing Phra, Changwat Songkhla",45-54,Age,District
