Provinces & Category,TMH-MB MKS,AIS-MB MKS,DTAC-MB MKS,TOT-MB MKS,TMH-MB Market Size,AIS-MB Market Size,DTAC-MB Market Size,TOT-MB Market Size,TMH-MB Total Customer,AIS-MB Total Customer,DTAC-MB Total Customer,TOT-MB Total Customer,Source,Provinces,Category,Metric
"Changwat Ang Thong, 25-34",27.47,56.58,15.96,--,"61,000","61,000","61,000","61,000","18,000","37,000","10,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Ang Thong,25-34,Age
"Changwat Ang Thong, 35-44",26.23,58.03,15.74,--,"40,000","40,000","40,000","40,000","11,000","25,000","6,700",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Ang Thong,35-44,Age
"Changwat Ang Thong, 45-54",23.1,61.81,15.1,--,"27,000","27,000","27,000","27,000","6,500","18,000","4,300",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Ang Thong,45-54,Age
"Changwat Ang Thong, 55-64",20.97,63.39,15.63,--,"21,000","21,000","21,000","21,000","4,400","14,000","3,300",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Ang Thong,55-64,Age
"Changwat Ang Thong, 65+",20.79,61.9,17.31,--,"13,000","13,000","13,000","13,000","2,600","7,800","2,300",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Ang Thong,65+,Age
"Changwat Pattani, 13-17",19.67,64.12,16.21,--,"42,000","42,000","42,000","42,000","9,300","30,000","7,500",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Pattani,13-17,Age
"Changwat Pattani, 18-24",19.01,65.15,15.84,--,"106,000","106,000","106,000","106,000","21,000","74,000","18,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Pattani,18-24,Age
"Changwat Pattani, 25-34",19.43,66.86,13.71,--,"204,000","204,000","204,000","204,000","41,000","140,000","29,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Pattani,25-34,Age
"Changwat Pattani, 35-44",18.74,67.58,13.67,--,"104,000","104,000","104,000","104,000","20,000","73,000","15,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Pattani,35-44,Age
"Changwat Pattani, 45-54",16.15,68.18,15.67,--,"46,000","46,000","46,000","46,000","7,500","32,000","7,500",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Pattani,45-54,Age
"Changwat Pattani, 55-64",13.85,71.1,15.05,--,"26,000","26,000","26,000","26,000","3,600","18,000","4,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Pattani,55-64,Age
"Changwat Pattani, 65+",13.64,69.31,17.04,--,"17,000","17,000","17,000","17,000","2,400","12,000","2,900",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Pattani,65+,Age
"Changwat Phayao, 13-17",33.67,54.8,11.53,--,"13,000","13,000","13,000","13,000","5,200","8,000","1,800",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Phayao,13-17,Age
"Changwat Phayao, 18-24",36.07,50.94,12.99,--,"51,000","51,000","51,000","51,000","20,000","27,000","7,200",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Phayao,18-24,Age
"Changwat Phayao, 25-34",35.08,52.81,12.12,--,"82,000","82,000","82,000","82,000","29,000","44,000","10,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Phayao,25-34,Age
"Changwat Phayao, 35-44",33.47,55.12,11.42,--,"56,000","56,000","56,000","56,000","20,000","32,000","6,600",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Phayao,35-44,Age
"Changwat Phayao, 45-54",29.64,60.1,10.27,--,"44,000","44,000","44,000","44,000","13,000","27,000","4,700",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Phayao,45-54,Age
"Changwat Phayao, 55-64",24.28,64.74,10.98,--,"40,000","40,000","40,000","40,000","9,700","26,000","4,400",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Phayao,55-64,Age
"Changwat Phayao, 65+",25.42,62.03,12.55,--,"24,000","24,000","24,000","24,000","6,500","15,000","3,100",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Phayao,65+,Age
"Changwat Maha Sarakham, 13-17",34.65,51.49,13.86,--,"33,000","33,000","33,000","33,000","13,000","19,000","5,200",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Maha Sarakham,13-17,Age
"Changwat Maha Sarakham, 18-24",37.86,48.07,14.07,--,"126,000","126,000","126,000","126,000","53,000","67,000","19,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Maha Sarakham,18-24,Age
"Changwat Maha Sarakham, 25-34",36.07,50.37,13.56,--,"184,000","184,000","184,000","184,000","71,000","97,000","26,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Maha Sarakham,25-34,Age
"Changwat Maha Sarakham, 35-44",33.4,52.48,14.12,--,"110,000","110,000","110,000","110,000","38,000","59,000","16,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Maha Sarakham,35-44,Age
"Changwat Maha Sarakham, 45-54",28.31,57.93,13.76,--,"88,000","88,000","88,000","88,000","25,000","52,000","12,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Maha Sarakham,45-54,Age
"Changwat Maha Sarakham, 55-64",25.11,61.78,13.11,--,"67,000","67,000","67,000","67,000","17,000","43,000","9,100",100,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Maha Sarakham,55-64,Age
"Changwat Maha Sarakham, 65+",25.42,62.35,12.23,--,"37,000","37,000","37,000","37,000","9,500","24,000","4,600",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Maha Sarakham,65+,Age
"Changwat Udon Thani, 13-17",32.59,58.28,9.13,--,"57,000","57,000","57,000","57,000","21,000","39,000","6,100",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Udon Thani,13-17,Age
"Changwat Udon Thani, 18-24",34.87,55.19,9.94,--,"153,000","153,000","153,000","153,000","59,000","91,000","17,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Udon Thani,18-24,Age
"Changwat Udon Thani, 25-34",32.77,57.69,9.53,--,"292,000","292,000","292,000","292,000","100,000","178,000","29,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Udon Thani,25-34,Age
"Changwat Udon Thani, 35-44",30.59,58.86,10.55,--,"186,000","186,000","186,000","186,000","59,000","113,000","21,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Udon Thani,35-44,Age
"Changwat Udon Thani, 45-54",25.27,64.32,10.41,--,"149,000","149,000","149,000","149,000","39,000","99,000","16,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Udon Thani,45-54,Age
"Changwat Udon Thani, 55-64",21.35,68.27,10.38,--,"111,000","111,000","111,000","111,000","24,000","77,000","12,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Udon Thani,55-64,Age
"Changwat Udon Thani, 65+",21.92,68.38,9.7,--,"64,000","64,000","64,000","64,000","14,000","44,000","6,500",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Udon Thani,65+,Age
"Changwat Rayong, 13-17",29.41,47.05,23.54,--,"39,000","39,000","39,000","39,000","13,000","20,000","9,600",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Rayong,13-17,Age
"Changwat Rayong, 18-24",28.18,49.5,22.32,--,"176,000","176,000","176,000","176,000","53,000","92,000","41,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Rayong,18-24,Age
"Changwat Rayong, 25-34",27.47,52.45,20.08,--,"444,000","444,000","444,000","444,000","127,000","242,000","92,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Rayong,25-34,Age
"Changwat Rayong, 35-44",26.32,53.6,20.08,--,"274,000","274,000","274,000","274,000","74,000","152,000","56,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Rayong,35-44,Age
"Changwat Rayong, 45-54",22.56,56.2,21.25,--,"160,000","160,000","160,000","160,000","38,000","93,000","34,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Rayong,45-54,Age
"Changwat Rayong, 55-64",20.37,56.03,23.6,--,"79,000","79,000","79,000","79,000","17,000","45,000","19,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Rayong,55-64,Age
"Changwat Rayong, 65+",21.36,55.71,22.93,--,"41,000","41,000","41,000","41,000","9,200","23,000","9,700",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Rayong,65+,Age
"Changwat Bueng Kan, 13-17",35.4,59.89,4.71,--,"18,000","18,000","18,000","18,000","7,200","12,000","1,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Bueng Kan,13-17,Age
"Changwat Bueng Kan, 18-24",35.3,59.44,5.26,--,"42,000","42,000","42,000","42,000","17,000","26,000","2,500",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Bueng Kan,18-24,Age
"Changwat Bueng Kan, 25-34",34.55,59.57,5.89,--,"81,000","81,000","81,000","81,000","29,000","50,000","4,600",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Bueng Kan,25-34,Age
"Changwat Bueng Kan, 35-44",32.1,62.37,5.53,--,"50,000","50,000","50,000","50,000","16,000","32,000","2,700",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Bueng Kan,35-44,Age
"Changwat Bueng Kan, 45-54",24.89,69.55,5.56,--,"42,000","42,000","42,000","42,000","10,000","30,000","2,300",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Bueng Kan,45-54,Age
"Changwat Bueng Kan, 55-64",20.99,74.1,4.91,--,"26,000","26,000","26,000","26,000","5,900","20,000","1,400",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Bueng Kan,55-64,Age
"Changwat Bueng Kan, 65+",22.01,72.73,5.27,--,"16,000","16,000","16,000","16,000","3,500","12,000",950,--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Bueng Kan,65+,Age
"Changwat Nonthaburi, 13-17",46.05,28.33,25.61,--,"43,000","43,000","43,000","43,000","21,000","13,000","12,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Nonthaburi,13-17,Age
"Changwat Nonthaburi, 18-24",41.72,32.46,25.78,0.04,"221,000","221,000","221,000","221,000","97,000","76,000","59,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Nonthaburi,18-24,Age
"Changwat Nonthaburi, 25-34",40.32,36.83,22.84,--,"483,000","483,000","483,000","483,000","201,000","185,000","114,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Nonthaburi,25-34,Age
"Changwat Nonthaburi, 35-44",37.46,40.37,22.17,--,"305,000","305,000","305,000","305,000","120,000","126,000","69,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Nonthaburi,35-44,Age
"Changwat Nonthaburi, 45-54",34.31,43.81,21.88,--,"212,000","212,000","212,000","212,000","76,000","97,000","47,000",150,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Nonthaburi,45-54,Age
"Changwat Nonthaburi, 55-64",32.97,43.89,23.07,0.07,"140,000","140,000","140,000","140,000","48,000","64,000","33,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Nonthaburi,55-64,Age
"Changwat Nonthaburi, 65+",32.63,44.03,23.34,--,"93,000","93,000","93,000","93,000","32,000","42,000","22,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Nonthaburi,65+,Age
"Changwat Phang-nga, 13-17",27.58,51.52,20.9,--,"14,000","14,000","14,000","14,000","4,100","7,800","3,200",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Phang-nga,13-17,Age
"Changwat Phang-nga, 18-24",28.15,49.33,22.52,--,"40,000","40,000","40,000","40,000","12,000","22,000","9,500",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Phang-nga,18-24,Age
"Changwat Phang-nga, 25-34",27.2,52.99,19.81,--,"86,000","86,000","86,000","86,000","24,000","47,000","17,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Phang-nga,25-34,Age
"Changwat Phang-nga, 35-44",26.65,55.32,18.04,--,"52,000","52,000","52,000","52,000","14,000","30,000","9,600",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Phang-nga,35-44,Age
"Changwat Phang-nga, 45-54",24.11,59.21,16.68,--,"33,000","33,000","33,000","33,000","8,800","20,000","5,900",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Phang-nga,45-54,Age
"Changwat Phang-nga, 55-64",20.89,61.81,17.3,--,"22,000","22,000","22,000","22,000","4,600","14,000","3,700",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Phang-nga,55-64,Age
"Changwat Phang-nga, 65+",22.8,59.24,17.96,--,"13,000","13,000","13,000","13,000","3,300","8,200","2,400",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Phang-nga,65+,Age
"Changwat Songkhla, 13-17",24.95,45.4,29.65,--,"60,000","60,000","60,000","60,000","17,000","31,000","20,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Songkhla,13-17,Age
"Changwat Songkhla, 18-24",25.46,46.74,27.81,--,"226,000","226,000","226,000","226,000","62,000","115,000","68,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Songkhla,18-24,Age
"Changwat Songkhla, 25-34",26.05,47.49,26.42,0.03,"444,000","444,000","444,000","444,000","122,000","223,000","123,000",140,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Songkhla,25-34,Age
"Changwat Songkhla, 35-44",25.48,47.99,26.53,--,"281,000","281,000","281,000","281,000","76,000","141,000","79,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Songkhla,35-44,Age
"Changwat Songkhla, 45-54",22.9,49.06,28.03,--,"179,000","179,000","179,000","179,000","42,000","91,000","53,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Songkhla,45-54,Age
"Changwat Songkhla, 55-64",21.25,51.29,27.37,0.09,"107,000","107,000","107,000","107,000","24,000","56,000","30,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Songkhla,55-64,Age
"Changwat Songkhla, 65+",20.94,50.26,28.8,--,"67,000","67,000","67,000","67,000","14,000","35,000","21,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Songkhla,65+,Age
"Changwat Phatthalung, 13-17",25.27,63.68,11.05,--,"17,000","17,000","17,000","17,000","4,800","13,000","2,200",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Phatthalung,13-17,Age
"Changwat Phatthalung, 18-24",25.08,62.96,11.97,--,"48,000","48,000","48,000","48,000","13,000","33,000","6,300",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Phatthalung,18-24,Age
"Changwat Phatthalung, 25-34",23.61,64.61,11.77,--,"106,000","106,000","106,000","106,000","26,000","71,000","13,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Phatthalung,25-34,Age
"Changwat Phatthalung, 35-44",25.57,62.55,11.88,--,"69,000","69,000","69,000","69,000","18,000","45,000","8,600",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Phatthalung,35-44,Age
"Changwat Phatthalung, 45-54",23.18,63.71,13.11,--,"49,000","49,000","49,000","49,000","12,000","33,000","6,500",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Phatthalung,45-54,Age
"Changwat Phatthalung, 55-64",20.19,66.95,12.87,--,"33,000","33,000","33,000","33,000","7,000","23,000","4,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Phatthalung,55-64,Age
"Changwat Phatthalung, 65+",19.78,66.65,13.57,--,"21,000","21,000","21,000","21,000","4,300","14,000","3,100",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Phatthalung,65+,Age
"Changwat Nakhon Sawan, 13-17",32.67,50.88,16.44,--,"33,000","33,000","33,000","33,000","12,000","18,000","6,100",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Nakhon Sawan,13-17,Age
"Changwat Nakhon Sawan, 18-24",33.29,49.74,16.97,--,"101,000","101,000","101,000","101,000","36,000","54,000","19,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Nakhon Sawan,18-24,Age
"Changwat Nakhon Sawan, 25-34",31.21,52.72,16.06,--,"207,000","207,000","207,000","207,000","69,000","114,000","36,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Nakhon Sawan,25-34,Age
"Changwat Nakhon Sawan, 35-44",29.72,53.14,17.14,--,"132,000","132,000","132,000","132,000","40,000","73,000","23,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Nakhon Sawan,35-44,Age
"Changwat Nakhon Sawan, 45-54",26.16,55.8,18.03,--,"95,000","95,000","95,000","95,000","27,000","55,000","17,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Nakhon Sawan,45-54,Age
"Changwat Nakhon Sawan, 55-64",21.2,62.01,16.79,--,"72,000","72,000","72,000","72,000","17,000","46,000","13,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Nakhon Sawan,55-64,Age
"Changwat Nakhon Sawan, 65+",21.15,62.09,16.76,--,"46,000","46,000","46,000","46,000","10,000","29,000","7,800",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Nakhon Sawan,65+,Age
"Changwat Mae Hong Son, 13-17",43.53,51.34,5.13,--,"16,000","16,000","16,000","16,000","7,500","8,900",790,--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Mae Hong Son,13-17,Age
"Changwat Mae Hong Son, 18-24",40.2,54.84,4.96,--,"35,000","35,000","35,000","35,000","15,000","20,000","1,900",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Mae Hong Son,18-24,Age
"Changwat Mae Hong Son, 25-34",40.23,54.12,5.65,--,"50,000","50,000","50,000","50,000","21,000","27,000","2,900",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Mae Hong Son,25-34,Age
"Changwat Mae Hong Son, 35-44",38.27,55.44,6.29,--,"28,000","28,000","28,000","28,000","11,000","16,000","1,900",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Mae Hong Son,35-44,Age
"Changwat Mae Hong Son, 45-54",33.46,59.4,7.14,--,"15,000","15,000","15,000","15,000","5,100","9,300","1,100",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Mae Hong Son,45-54,Age
"Changwat Mae Hong Son, 55-64",28.44,64.32,7.23,--,"9,600","9,600","9,600","9,600","2,900","6,300",720,--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Mae Hong Son,55-64,Age
"Changwat Mae Hong Son, 65+",34.29,61.11,4.6,--,"6,500","6,500","6,500","6,500","2,100","3,900",390,--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Mae Hong Son,65+,Age
"Changwat Chai Nat, 2G",--,--,--,--,--,--,--,--,--,--,--,--,MB MKS by province(Connection)_2025-12-28_All.csv,Changwat Chai Nat,2G,Connection
"Changwat Chai Nat, 3G",27.51,60.14,12.35,--,"4,000","4,000","4,000","4,000","1,100","2,600",460,--,MB MKS by province(Connection)_2025-12-28_All.csv,Changwat Chai Nat,3G,Connection
"Changwat Chai Nat, 4G",30.28,56.15,13.57,--,"125,000","125,000","125,000","125,000","39,000","71,000","18,000",--,MB MKS by province(Connection)_2025-12-28_All.csv,Changwat Chai Nat,4G,Connection
"Changwat Chai Nat, 5G",43.77,43.48,12.75,--,"56,000","56,000","56,000","56,000","25,000","26,000","7,400",--,MB MKS by province(Connection)_2025-12-28_All.csv,Changwat Chai Nat,5G,Connection
"Changwat Surin, 2G",38.46,61.54,--,--,210,210,210,210,130,--,--,--,MB MKS by province(Connection)_2025-12-28_All.csv,Changwat Surin,2G,Connection
"Changwat Surin, 3G",21.30,72.34,6.36,--,"13,000","13,000","13,000","13,000","3,000","10,000",950,--,MB MKS by province(Connection)_2025-12-28_All.csv,Changwat Surin,3G,Connection
"Changwat Surin, 4G",26.40,63.07,10.53,--,"481,000","481,000","481,000","481,000","132,000","319,000","53,000",--,MB MKS by province(Connection)_2025-12-28_All.csv,Changwat Surin,4G,Connection
"Changwat Surin, 5G",40.88,48.16,10.96,--,"152,000","152,000","152,000","152,000","65,000","77,000","17,000",--,MB MKS by province(Connection)_2025-12-28_All.csv,Changwat Surin,5G,Connection
"Changwat Uthai Thani, 2G",--,--,--,--,--,--,--,--,--,--,--,--,MB MKS by province(Connection)_2025-12-28_All.csv,Changwat Uthai Thani,2G,Connection
"Changwat Uthai Thani, 3G",15.37,80.63,4,--,"4,700","4,700","4,700","4,700",820,"3,800",270,--,MB MKS by province(Connection)_2025-12-28_All.csv,Changwat Uthai Thani,3G,Connection
"Changwat Uthai Thani, 4G",24.49,67.35,8.17,--,"122,000","122,000","122,000","122,000","31,000","85,000","11,000",--,MB MKS by province(Connection)_2025-12-28_All.csv,Changwat Uthai Thani,4G,Connection
"Changwat Uthai Thani, 5G",39.49,51.22,9.29,--,"44,000","44,000","44,000","44,000","19,000","23,000","4,500",--,MB MKS by province(Connection)_2025-12-28_All.csv,Changwat Uthai Thani,5G,Connection
"Changwat Tak, 2G",--,100,--,--,360,360,360,360,120,--,--,--,MB MKS by province(Connection)_2025-12-28_All.csv,Changwat Tak,2G,Connection
"Changwat Tak, 3G",18.45,68.61,12.94,--,"9,000","9,000","9,000","9,000","1,800","6,200","1,200",--,MB MKS by province(Connection)_2025-12-28_All.csv,Changwat Tak,3G,Connection
"Changwat Tak, 4G",27.04,55.84,17.12,--,"265,000","265,000","265,000","265,000","74,000","151,000","47,000",--,MB MKS by province(Connection)_2025-12-28_All.csv,Changwat Tak,4G,Connection
"Changwat Tak, 5G",38.32,47.74,13.94,--,"100,000","100,000","100,000","100,000","42,000","50,000","15,000",--,MB MKS by province(Connection)_2025-12-28_All.csv,Changwat Tak,5G,Connection
"Changwat Nakhon Si Thammarat, 2G",100,--,--,--,300,300,300,300,160,100,--,--,MB MKS by province(Connection)_2025-12-28_All.csv,Changwat Nakhon Si Thammarat,2G,Connection
"Changwat Nakhon Si Thammarat, 3G",16.01,70.94,13.05,--,"25,000","25,000","25,000","25,000","4,100","18,000","3,200",--,MB MKS by province(Connection)_2025-12-28_All.csv,Changwat Nakhon Si Thammarat,3G,Connection
"Changwat Nakhon Si Thammarat, 4G",23.39,57.12,19.48,0.01,"656,000","656,000","656,000","656,000","160,000","394,000","134,000",--,MB MKS by province(Connection)_2025-12-28_All.csv,Changwat Nakhon Si Thammarat,4G,Connection
"Changwat Nakhon Si Thammarat, 5G",30.67,54.52,14.77,0.04,"268,000","268,000","268,000","268,000","86,000","154,000","42,000",--,MB MKS by province(Connection)_2025-12-28_All.csv,Changwat Nakhon Si Thammarat,5G,Connection
