System,Metric,Category,Area_type,TMH & DTAC-MB MKS,AIS-MB MKS,Total Market Size,PROVINCE_ENG,DISTRICT_EN
All OS,Age,13-17,District,36.25,63.75,700,Trang,Hat Samran
All OS,Age,13-17,District,34.29,65.71,700,Rayong,Wang Chan
All OS,Age,13-17,District,58.14,41.86,700,Trat,Khlong Yai
All OS,Age,13-17,District,50,50,700,Chiang Rai,Pa Daet
Android,Age,13-17,District,0,54.05,700,Khon Kaen,Phu Pha Man
Android,Age,13-17,District,0,77.36,700,Trang,Hat Samran
Android,Age,13-17,District,25.33,57.33,700,Rayong,Wang Chan
Android,Age,13-17,District,31.17,41.56,700,Trat,Khlong Yai
Android,Age,13-17,District,0,58.14,700,Chiang Rai,Pa Daet
iOS,Age,13-17,District,47.62,52.38,700,Khon Kaen,Phu Pha Man
iOS,Age,13-17,District,0,100,700,Trang,Hat Samran
iOS,Age,13-17,District,0,0,700,Rayong,Wang Chan
iOS,Age,13-17,District,0,100,700,Trat,Khlong Yai
iOS,Age,13-17,District,0,100,700,Chiang Rai,Pa Daet
All OS,Age,13-17,District,45.75,54.26,710,Nakhon Ratchasima,Non Daeng
All OS,Age,13-17,District,43.03,56.98,710,Sing Buri,Khai Bang Rachan
All OS,Age,13-17,District,63.1,36.9,710,Roi Et,Moei Wadi
All OS,Age,13-17,District,50,50,710,Kamphaeng Phet,Bueng Samakkhi
Android,Age,13-17,District,0,66.67,710,Nakhon Ratchasima,Non Daeng
Android,Age,13-17,District,17.57,62.16,710,Sing Buri,Khai Bang Rachan
Android,Age,13-17,District,24.29,32.86,710,Roi Et,Moei Wadi
Android,Age,13-17,District,29.09,40,710,Kamphaeng Phet,Bueng Samakkhi
iOS,Age,13-17,District,0,0,710,Nakhon Ratchasima,Non Daeng
iOS,Age,13-17,District,42.31,57.69,710,Sing Buri,Khai Bang Rachan
iOS,Age,13-17,District,0,0,710,Roi Et,Moei Wadi
iOS,Age,13-17,District,100,0,710,Kamphaeng Phet,Bueng Samakkhi
All OS,Age,13-17,District,46.94,53.06,720,Chiang Rai,Wiang Chiang Rung
All OS,Age,13-17,District,44.44,55.56,720,Songkhla,Khlong Hoi Khong
All OS,Age,13-17,District,36.48,63.51,720,Lop Buri,Tha Luang
Android,Age,13-17,District,0,56.36,720,Chiang Rai,Wiang Chiang Rung
Android,Age,13-17,District,0,74.36,720,Songkhla,Khlong Hoi Khong
Android,Age,13-17,District,15.71,64.29,720,Lop Buri,Tha Luang
iOS,Age,13-17,District,0,100,720,Chiang Rai,Wiang Chiang Rung
iOS,Age,13-17,District,0,100,720,Songkhla,Khlong Hoi Khong
iOS,Age,13-17,District,51.85,48.15,720,Lop Buri,Tha Luang
All OS,Age,13-17,District,48.75,51.25,730,Maha Sarakham,Chuen Chom
All OS,Age,13-17,District,33.33,66.67,730,Lampang,Chae Hom
All OS,Age,13-17,District,54.43,45.57,730,Phangnga,Ko Yao
All OS,Age,13-17,District,52.87,47.13,730,Ang Thong,Chaiyo
Android,Age,13-17,District,0,60,730,Maha Sarakham,Chuen Chom
Android,Age,13-17,District,0,63.33,730,Lampang,Chae Hom
Android,Age,13-17,District,28.57,44.9,730,Phangnga,Ko Yao
Android,Age,13-17,District,0,57.14,730,Ang Thong,Chaiyo
iOS,Age,13-17,District,0,0,730,Maha Sarakham,Chuen Chom
iOS,Age,13-17,District,42.31,57.69,730,Lampang,Chae Hom
iOS,Age,13-17,District,100,0,730,Phangnga,Ko Yao
iOS,Age,13-17,District,57.69,42.31,730,Ang Thong,Chaiyo
All OS,Age,13-17,District,47.29,52.7,740,Ranong,La-un
All OS,Age,13-17,District,50,50,740,Kamphaeng Phet,Pang Sila Thong
All OS,Age,13-17,District,29.76,70.24,740,,Chiang Klang
All OS,Age,13-17,District,53.84,46.15,740,Nong Khai,Sakhrai
All OS,Age,13-17,District,51.16,48.84,740,Uttaradit,Tron
All OS,Age,13-17,District,44.3,55.7,740,Lampang,Ko Kha
All OS,Age,13-17,District,59.79,40.21,740,Chiang Mai,San Kamphaeng
All OS,Age,13-17,District,27.38,72.62,740,Lop Buri,Khok Charoen
All OS,Age,13-17,District,0,100,740,Kanchanaburi,Nong Prue
Android,Age,13-17,District,21.15,46.15,740,Ranong,La-un
Android,Age,13-17,District,13.51,52.7,740,Kamphaeng Phet,Pang Sila Thong
Android,Age,13-17,District,0,74.55,740,,Chiang Klang
Android,Age,13-17,District,0,60,740,Nong Khai,Sakhrai
Android,Age,13-17,District,0,53.06,740,Uttaradit,Tron
Android,Age,13-17,District,0,57.97,740,Lampang,Ko Kha
Android,Age,13-17,District,19.7,57.58,740,Chiang Mai,San Kamphaeng
Android,Age,13-17,District,0,68.49,740,Lop Buri,Khok Charoen
Android,Age,13-17,District,0,100,740,Kanchanaburi,Nong Prue
iOS,Age,13-17,District,0,0,740,Ranong,La-un
iOS,Age,13-17,District,0,0,740,Kamphaeng Phet,Pang Sila Thong
iOS,Age,13-17,District,35.71,64.29,740,,Chiang Klang
iOS,Age,13-17,District,0,0,740,Nong Khai,Sakhrai
iOS,Age,13-17,District,100,0,740,Uttaradit,Tron
iOS,Age,13-17,District,100,0,740,Lampang,Ko Kha
iOS,Age,13-17,District,58.33,41.67,740,Chiang Mai,San Kamphaeng
iOS,Age,13-17,District,0,100,740,Lop Buri,Khok Charoen
iOS,Age,13-17,District,0,100,740,Kanchanaburi,Nong Prue
All OS,Age,13-17,District,27.27,72.73,750,Khon Kaen,Pueai Noi
All OS,Age,13-17,District,56.1,43.9,750,Nakhon Nayok,Pak Phli
Android,Age,13-17,District,26.09,56.52,750,Khon Kaen,Pueai Noi
Android,Age,13-17,District,22.22,55.56,750,Nakhon Nayok,Pak Phli
iOS,Age,13-17,District,46.67,53.33,750,Khon Kaen,Pueai Noi
iOS,Age,13-17,District,0,0,750,Nakhon Nayok,Pak Phli
All OS,Age,13-17,District,50.82,49.18,760,Chai Nat,Nong Mamong
All OS,Age,13-17,District,0,100,760,Nakhon Si Thammarat,Na Bon
All OS,Age,13-17,District,48.27,51.72,760,Khon Kaen,Non Sila
All OS,Age,13-17,District,59.03,40.96,760,Buri Ram,Huai Rat
Android,Age,13-17,District,0,59.38,760,Chai Nat,Nong Mamong
Android,Age,13-17,District,0,100,760,Nakhon Si Thammarat,Na Bon
Android,Age,13-17,District,0,100,760,Khon Kaen,Non Sila
Android,Age,13-17,District,28.33,40,760,Buri Ram,Huai Rat
iOS,Age,13-17,District,0,0,760,Chai Nat,Nong Mamong
iOS,Age,13-17,District,0,0,760,Nakhon Si Thammarat,Na Bon
iOS,Age,13-17,District,42.86,57.14,760,Khon Kaen,Non Sila
iOS,Age,13-17,District,0,0,760,Buri Ram,Huai Rat
All OS,Age,13-17,District,20.93,79.07,770,Yala,Kabang
All OS,Age,13-17,District,30.77,69.23,770,Uttaradit,Nam Pat
All OS,Age,13-17,District,52.64,47.37,770,Lamphun,Mae Tha
Android,Age,13-17,District,0,78.87,770,Yala,Kabang
Android,Age,13-17,District,0,70.18,770,Uttaradit,Nam Pat
Android,Age,13-17,District,24.64,42.03,770,Lamphun,Mae Tha
iOS,Age,13-17,District,0,100,770,Yala,Kabang
iOS,Age,13-17,District,0,100,770,Uttaradit,Nam Pat
iOS,Age,13-17,District,0,100,770,Lamphun,Mae Tha
All OS,Age,13-17,District,33.75,66.25,790,Lamphun,Thung Hua Chang
All OS,Age,13-17,District,62.19,37.8,790,Khon Kaen,Nong Na Kham
All OS,Age,13-17,District,52.63,47.37,790,Si Sa Ket,Phayu
All OS,Age,13-17,District,16.67,83.33,790,Udon Thani,Sang Khom
All OS,Age,13-17,District,36.76,63.24,790,Khon Kaen,Sam Sung
Android,Age,13-17,District,0,50,790,Lamphun,Thung Hua Chang
Android,Age,13-17,District,50,50,790,Khon Kaen,Nong Na Kham
Android,Age,13-17,District,0,52.38,790,Si Sa Ket,Phayu
Android,Age,13-17,District,17.72,69.62,790,Udon Thani,Sang Khom
Android,Age,13-17,District,0,44.07,790,Khon Kaen,Sam Sung
iOS,Age,13-17,District,100,0,790,Lamphun,Thung Hua Chang
iOS,Age,13-17,District,35.71,64.29,790,Khon Kaen,Nong Na Kham
iOS,Age,13-17,District,0,0,790,Si Sa Ket,Phayu
iOS,Age,13-17,District,40,60,790,Udon Thani,Sang Khom
iOS,Age,13-17,District,42.86,57.14,790,Khon Kaen,Sam Sung
All OS,Age,13-17,District,27.85,72.15,800,Ang Thong,Samko
All OS,Age,13-17,District,47.67,52.33,800,Loei,Tha Li
All OS,Age,13-17,District,53.26,46.74,800,Amnat Charoen,Lue Amnat
All OS,Age,13-17,District,30.43,69.57,800,Buri Ram,Non Suwan
All OS,Age,13-17,District,56.84,43.16,800,Phra Nakhon Si Ayutthaya,Maha Rat
All OS,Age,13-17,District,27.47,72.53,800,Kalasin,Rong Kham
Android,Age,13-17,District,18.75,46.25,800,Ang Thong,Samko
Android,Age,13-17,District,0,65.38,800,Loei,Tha Li
Android,Age,13-17,District,15.49,38.03,800,Amnat Charoen,Lue Amnat
Android,Age,13-17,District,16.05,48.15,800,Buri Ram,Non Suwan
Android,Age,13-17,District,19.3,47.37,800,Phra Nakhon Si Ayutthaya,Maha Rat
Android,Age,13-17,District,0,77.08,800,Kalasin,Rong Kham
iOS,Age,13-17,District,0,100,800,Ang Thong,Samko
iOS,Age,13-17,District,100,0,800,Loei,Tha Li
iOS,Age,13-17,District,35.29,64.71,800,Amnat Charoen,Lue Amnat
iOS,Age,13-17,District,36.36,63.64,800,Buri Ram,Non Suwan
iOS,Age,13-17,District,0,100,800,Phra Nakhon Si Ayutthaya,Maha Rat
iOS,Age,13-17,District,38.1,61.9,800,Kalasin,Rong Kham
All OS,Age,13-17,District,27.27,72.73,810,Roi Et,Phon Sai
All OS,Age,13-17,District,25.88,74.12,810,Loei,Nong Hin
All OS,Age,13-17,District,46.84,53.16,810,Chiang Rai,Wiang Chai
All OS,Age,13-17,District,46.91,53.09,810,Nakhon Ratchasima,Thepharak
Android,Age,13-17,District,0,75.44,810,Roi Et,Phon Sai
Android,Age,13-17,District,0,69.33,810,Loei,Nong Hin
Android,Age,13-17,District,18.03,49.18,810,Chiang Rai,Wiang Chai
Android,Age,13-17,District,0,76.6,810,Nakhon Ratchasima,Thepharak
iOS,Age,13-17,District,0,100,810,Roi Et,Phon Sai
iOS,Age,13-17,District,0,100,810,Loei,Nong Hin
iOS,Age,13-17,District,100,0,810,Chiang Rai,Wiang Chai
iOS,Age,13-17,District,0,100,810,Nakhon Ratchasima,Thepharak
All OS,Age,13-17,District,35.48,64.52,820,,Bo Kluea
All OS,Age,13-17,District,47.89,52.11,820,Lampang,Mae Tha
All OS,Age,13-17,District,29.49,70.51,820,Lampang,Mueang Pan
All OS,Age,13-17,District,33.7,66.29,820,Surat Thani,Ban Na Doem
All OS,Age,13-17,District,39.33,60.67,820,Buri Ram,Ban Mai Chaiyaphot
All OS,Age,13-17,District,48.04,51.96,820,Kamphaeng Phet,Kosamphi Nakhon
All OS,Age,13-17,District,29.33,70.67,820,Yasothon,Thai Charoen
Android,Age,13-17,District,0,61.8,820,,Bo Kluea
Android,Age,13-17,District,0,53.23,820,Lampang,Mae Tha
Android,Age,13-17,District,0,100,820,Lampang,Mueang Pan
Android,Age,13-17,District,27.45,72.55,820,Surat Thani,Ban Na Doem
Android,Age,13-17,District,0,66.67,820,Buri Ram,Ban Mai Chaiyaphot
Android,Age,13-17,District,18.67,49.33,820,Kamphaeng Phet,Kosamphi Nakhon
Android,Age,13-17,District,0,62.71,820,Yasothon,Thai Charoen
iOS,Age,13-17,District,0,0,820,,Bo Kluea
iOS,Age,13-17,District,100,0,820,Lampang,Mae Tha
iOS,Age,13-17,District,0,0,820,Lampang,Mueang Pan
iOS,Age,13-17,District,30.56,69.44,820,Surat Thani,Ban Na Doem
iOS,Age,13-17,District,0,0,820,Buri Ram,Ban Mai Chaiyaphot
iOS,Age,13-17,District,0,100,820,Kamphaeng Phet,Kosamphi Nakhon
iOS,Age,13-17,District,0,0,820,Yasothon,Thai Charoen
All OS,Age,13-17,District,37.5,62.5,830,Suphan Buri,Don Chedi
All OS,Age,13-17,District,45.83,54.17,830,Buri Ram,Phlapphla Chai
All OS,Age,13-17,District,54.94,45.05,830,Si Sa Ket,Pho Si Suwan
All OS,Age,13-17,District,35.06,64.94,830,Nakhon Ratchasima,Phra Thong Kham
Android,Age,13-17,District,0,82.54,830,Suphan Buri,Don Chedi
Android,Age,13-17,District,15.38,57.69,830,Buri Ram,Phlapphla Chai
Android,Age,13-17,District,19.3,59.65,830,Si Sa Ket,Pho Si Suwan
Android,Age,13-17,District,0,61.82,830,Nakhon Ratchasima,Phra Thong Kham
iOS,Age,13-17,District,0,100,830,Suphan Buri,Don Chedi
iOS,Age,13-17,District,67.5,32.5,830,Buri Ram,Phlapphla Chai
iOS,Age,13-17,District,100,0,830,Si Sa Ket,Pho Si Suwan
iOS,Age,13-17,District,58.82,41.18,830,Nakhon Ratchasima,Phra Thong Kham
All OS,Age,13-17,District,12.35,87.65,840,Surat Thani,Chai Buri
All OS,Age,13-17,District,52.69,47.31,840,Phichit,Bueng Na Rang
All OS,Age,13-17,District,50,50,840,Sakon Nakhon,Khok Si Suphan
Android,Age,13-17,District,0,86.11,840,Surat Thani,Chai Buri
Android,Age,13-17,District,0,49.21,840,Phichit,Bueng Na Rang
Android,Age,13-17,District,0,58.82,840,Sakon Nakhon,Khok Si Suphan
iOS,Age,13-17,District,0,100,840,Surat Thani,Chai Buri
iOS,Age,13-17,District,50,50,840,Phichit,Bueng Na Rang
iOS,Age,13-17,District,47.62,52.38,840,Sakon Nakhon,Khok Si Suphan
All OS,Age,13-17,District,51.14,48.86,850,Chanthaburi,Laem Sing
Android,Age,13-17,District,17.5,52.5,850,Chanthaburi,Laem Sing
iOS,Age,13-17,District,0,0,850,Chanthaburi,Laem Sing
All OS,Age,13-17,District,0,100,860,Ratchaburi,Ban Kha
Android,Age,13-17,District,0,81.67,860,Ratchaburi,Ban Kha
iOS,Age,13-17,District,0,100,860,Ratchaburi,Ban Kha
All OS,Age,13-17,District,27.37,72.63,870,Khon Kaen,Waeng Yai
All OS,Age,13-17,District,54.17,45.83,870,Sakon Nakhon,Tao Ngoi
Android,Age,13-17,District,12.05,67.47,870,Khon Kaen,Waeng Yai
Android,Age,13-17,District,0,49.23,870,Sakon Nakhon,Tao Ngoi
iOS,Age,13-17,District,100,0,870,Khon Kaen,Waeng Yai
iOS,Age,13-17,District,100,0,870,Sakon Nakhon,Tao Ngoi
All OS,Age,13-17,District,49.08,50.93,880,Lampang,Wang Nuea
All OS,Age,13-17,District,51.11,48.89,880,Phra Nakhon Si Ayutthaya,Bang Pahan
Android,Age,13-17,District,0,75.81,880,Lampang,Wang Nuea
Android,Age,13-17,District,0,64.52,880,Phra Nakhon Si Ayutthaya,Bang Pahan
iOS,Age,13-17,District,40.63,59.38,880,Lampang,Wang Nuea
iOS,Age,13-17,District,50,50,880,Phra Nakhon Si Ayutthaya,Bang Pahan
All OS,Age,13-17,District,26.32,73.68,890,Loei,Phu Ruea
All OS,Age,13-17,District,63.63,36.36,890,Phichit,Wachirabarami
All OS,Age,13-17,District,30.77,69.23,890,Maha Sarakham,Yang Sisurat
All OS,Age,13-17,District,71.59,28.41,890,Khon Kaen,Ban Fang
Android,Age,13-17,District,0,75.36,890,Loei,Phu Ruea
Android,Age,13-17,District,0,47.83,890,Phichit,Wachirabarami
Android,Age,13-17,District,0,68.54,890,Maha Sarakham,Yang Sisurat
Android,Age,13-17,District,31.82,33.33,890,Khon Kaen,Ban Fang
iOS,Age,13-17,District,35.42,64.58,890,Loei,Phu Ruea
iOS,Age,13-17,District,50,50,890,Phichit,Wachirabarami
iOS,Age,13-17,District,0,0,890,Maha Sarakham,Yang Sisurat
iOS,Age,13-17,District,100,0,890,Khon Kaen,Ban Fang
All OS,Age,13-17,District,50,50,900,Chon Buri,Ko Chan
All OS,Age,13-17,District,38.18,61.82,900,Uthai Thani,Sawang Arom
All OS,Age,13-17,District,34.02,65.98,900,Ranong,Kapoe
All OS,Age,13-17,District,60.39,39.6,900,Nakhon Ratchasima,Kaeng Sanam g
Android,Age,13-17,District,17.14,52.86,900,Chon Buri,Ko Chan
Android,Age,13-17,District,0,80.56,900,Uthai Thani,Sawang Arom
Android,Age,13-17,District,0,70.97,900,Ranong,Kapoe
Android,Age,13-17,District,0,50,900,Nakhon Ratchasima,Kaeng Sanam g
iOS,Age,13-17,District,60,40,900,Chon Buri,Ko Chan
iOS,Age,13-17,District,0,0,900,Uthai Thani,Sawang Arom
iOS,Age,13-17,District,44,56,900,Ranong,Kapoe
iOS,Age,13-17,District,100,0,900,Nakhon Ratchasima,Kaeng Sanam g
All OS,Age,13-17,District,35.87,64.13,910,Buri Ram,Non Din Daeng
All OS,Age,13-17,District,10.99,89.01,910,Buri Ram,Na Pho
All OS,Age,13-17,District,57.52,42.48,910,Si Sa Ket,Yang Chum Noi
All OS,Age,13-17,District,35.64,64.36,910,Phra Nakhon Si Ayutthaya,Phachi
Android,Age,13-17,District,0,56.52,910,Buri Ram,Non Din Daeng
Android,Age,13-17,District,0,77.27,910,Buri Ram,Na Pho
Android,Age,13-17,District,27.16,38.27,910,Si Sa Ket,Yang Chum Noi
Android,Age,13-17,District,11.34,48.45,910,Phra Nakhon Si Ayutthaya,Phachi
iOS,Age,13-17,District,0,100,910,Buri Ram,Non Din Daeng
iOS,Age,13-17,District,0,100,910,Buri Ram,Na Pho
iOS,Age,13-17,District,100,0,910,Si Sa Ket,Yang Chum Noi
iOS,Age,13-17,District,40.74,59.26,910,Phra Nakhon Si Ayutthaya,Phachi
All OS,Age,13-17,District,49.51,50.49,920,Nakhon Sawan,Tak Fa
Android,Age,13-17,District,22.81,52.63,920,Nakhon Sawan,Tak Fa
iOS,Age,13-17,District,56.42,43.59,920,Nakhon Sawan,Tak Fa
All OS,Age,13-17,District,33.33,66.67,930,Phayao,Phu Sang
All OS,Age,13-17,District,41.67,58.33,930,Phatthalung,Pa Bon
Android,Age,13-17,District,0,68.12,930,Phayao,Phu Sang
Android,Age,13-17,District,18.99,58.23,930,Phatthalung,Pa Bon
iOS,Age,13-17,District,27.03,72.97,930,Phayao,Phu Sang
iOS,Age,13-17,District,0,0,930,Phatthalung,Pa Bon
All OS,Age,13-17,District,46.59,53.41,940,Nakhon Sawan,Krok Phra
All OS,Age,13-17,District,58.48,41.53,940,Phetchaburi,Khao Yoi
All OS,Age,13-17,District,31.63,68.37,940,Sakon Nakhon,Kut Bak
All OS,Age,13-17,District,54.79,45.22,940,Phrae,Den Chai
All OS,Age,13-17,District,68,32,940,Phichit,Tap Khlo
All OS,Age,13-17,District,34.31,65.69,940,Udon Thani,Nong Saeng
All OS,Age,13-17,District,62.04,37.96,940,Khon Kaen,Phra Yuen
Android,Age,13-17,District,23.26,52.33,940,Nakhon Sawan,Krok Phra
Android,Age,13-17,District,0,52.17,940,Phetchaburi,Khao Yoi
Android,Age,13-17,District,0,73.68,940,Sakon Nakhon,Kut Bak
Android,Age,13-17,District,0,43.59,940,Phrae,Den Chai
Android,Age,13-17,District,23.33,33.33,940,Phichit,Tap Khlo
Android,Age,13-17,District,0,79.41,940,Udon Thani,Nong Saeng
Android,Age,13-17,District,24.32,51.35,940,Khon Kaen,Phra Yuen
iOS,Age,13-17,District,51.61,48.39,940,Nakhon Sawan,Krok Phra
iOS,Age,13-17,District,54.55,45.45,940,Phetchaburi,Khao Yoi
iOS,Age,13-17,District,41.67,58.33,940,Sakon Nakhon,Kut Bak
iOS,Age,13-17,District,53.13,46.88,940,Phrae,Den Chai
iOS,Age,13-17,District,42.31,57.69,940,Phichit,Tap Khlo
iOS,Age,13-17,District,0,100,940,Udon Thani,Nong Saeng
iOS,Age,13-17,District,64.7,35.29,940,Khon Kaen,Phra Yuen
All OS,Age,13-17,District,23.47,76.53,950,Surat Thani,Phanom
All OS,Age,13-17,District,50,50,950,Uttaradit,Thong Saen Khan
All OS,Age,13-17,District,34.37,65.63,950,Trang,Ratsada
All OS,Age,13-17,District,59.13,40.87,950,Nonthaburi,Bang Yai
All OS,Age,13-17,District,19.63,80.37,950,Kanchanaburi,Huai Krachao
Android,Age,13-17,District,0,70,950,Surat Thani,Phanom
Android,Age,13-17,District,0,60.66,950,Uttaradit,Thong Saen Khan
Android,Age,13-17,District,0,68.29,950,Trang,Ratsada
Android,Age,13-17,District,33.33,43.75,950,Nonthaburi,Bang Yai
Android,Age,13-17,District,0,73.42,950,Kanchanaburi,Huai Krachao
iOS,Age,13-17,District,48.57,51.43,950,Surat Thani,Phanom
iOS,Age,13-17,District,41.38,58.62,950,Uttaradit,Thong Saen Khan
iOS,Age,13-17,District,0,100,950,Trang,Ratsada
iOS,Age,13-17,District,37.21,62.79,950,Nonthaburi,Bang Yai
iOS,Age,13-17,District,40.43,59.57,950,Kanchanaburi,Huai Krachao
All OS,Age,13-17,District,54.63,45.37,960,Chai Nat,Sapphaya
All OS,Age,13-17,District,16.67,83.33,960,Loei,Phu Luang
All OS,Age,13-17,District,47.22,52.78,960,Nakhon Ratchasima,Kham Thale So
Android,Age,13-17,District,17.57,41.89,960,Chai Nat,Sapphaya
Android,Age,13-17,District,0,100,960,Loei,Phu Luang
Android,Age,13-17,District,17.14,65.71,960,Nakhon Ratchasima,Kham Thale So
iOS,Age,13-17,District,44,56,960,Chai Nat,Sapphaya
iOS,Age,13-17,District,30.3,69.7,960,Loei,Phu Luang
iOS,Age,13-17,District,46.66,53.33,960,Nakhon Ratchasima,Kham Thale So
All OS,Age,13-17,District,27.08,72.92,970,Nakhon Ratchasima,Ban Lueam
All OS,Age,13-17,District,40.75,59.26,970,,Thung Chang
All OS,Age,13-17,District,55.75,44.25,970,Phetchabun,Wang Pong
All OS,Age,13-17,District,22.02,77.98,970,Phatthalung,Pa Phayom
All OS,Age,13-17,District,13.68,86.32,970,Chiang Mai,Samoeng
All OS,Age,13-17,District,30.1,69.9,970,Uthai Thani,Thap Than
All OS,Age,13-17,District,70.79,29.21,970,Yasothon,Kho Wang
Android,Age,13-17,District,0,77.46,970,Nakhon Ratchasima,Ban Lueam
Android,Age,13-17,District,0,64.29,970,,Thung Chang
Android,Age,13-17,District,17.72,62.03,970,Phetchabun,Wang Pong
Android,Age,13-17,District,0,78.95,970,Phatthalung,Pa Phayom
Android,Age,13-17,District,0,81.97,970,Chiang Mai,Samoeng
Android,Age,13-17,District,0,70.59,970,Uthai Thani,Thap Than
Android,Age,13-17,District,27.16,35.8,970,Yasothon,Kho Wang
iOS,Age,13-17,District,33.33,66.67,970,Nakhon Ratchasima,Ban Lueam
iOS,Age,13-17,District,0,0,970,,Thung Chang
iOS,Age,13-17,District,100,0,970,Phetchabun,Wang Pong
iOS,Age,13-17,District,25.64,74.36,970,Phatthalung,Pa Phayom
iOS,Age,13-17,District,0,100,970,Chiang Mai,Samoeng
iOS,Age,13-17,District,0,100,970,Uthai Thani,Thap Than
iOS,Age,13-17,District,0,0,970,Yasothon,Kho Wang
All OS,Age,13-17,District,44.68,55.32,980,Nakhon Ratchasima,Chaloem Phra Kiat
All OS,Age,13-17,District,44.36,55.65,980,Prachin Buri,Si Mahosot
Android,Age,13-17,District,0,52.63,980,Nakhon Ratchasima,Chaloem Phra Kiat
Android,Age,13-17,District,18.48,52.17,980,Prachin Buri,Si Mahosot
iOS,Age,13-17,District,52,48,980,Nakhon Ratchasima,Chaloem Phra Kiat
iOS,Age,13-17,District,38.89,61.11,980,Prachin Buri,Si Mahosot
All OS,Age,13-17,District,36.69,63.3,990,Nakhon Si Thammarat,Phipun
All OS,Age,13-17,District,33.98,66.02,990,Lop Buri,Tha Wung
All OS,Age,13-17,District,16.47,83.53,990,Pattani,Kapho
All OS,Age,13-17,District,58.04,41.96,990,Phra Nakhon Si Ayutthaya,Bang Ban
All OS,Age,13-17,District,62.39,37.61,990,Surin,Khwao Sin Rin
All OS,Age,13-17,District,43.91,56.1,990,Tak,Sam Ngao
Android,Age,13-17,District,0,73.56,990,Nakhon Si Thammarat,Phipun
Android,Age,13-17,District,0,76.39,990,Lop Buri,Tha Wung
Android,Age,13-17,District,0,80.82,990,Pattani,Kapho
Android,Age,13-17,District,0,58.23,990,Phra Nakhon Si Ayutthaya,Bang Ban
Android,Age,13-17,District,16.5,40.78,990,Surin,Khwao Sin Rin
Android,Age,13-17,District,16.48,60.44,990,Tak,Sam Ngao
iOS,Age,13-17,District,50,50,990,Nakhon Si Thammarat,Phipun
iOS,Age,13-17,District,0,0,990,Lop Buri,Tha Wung
iOS,Age,13-17,District,0,100,990,Pattani,Kapho
iOS,Age,13-17,District,0,100,990,Phra Nakhon Si Ayutthaya,Bang Ban
iOS,Age,13-17,District,37.04,62.96,990,Surin,Khwao Sin Rin
iOS,Age,13-17,District,0,100,990,Tak,Sam Ngao
All OS,Age,13-17,District,77.69,22.31,1000,Satun,Thung Wa
All OS,Age,13-17,District,19.85,80.15,1000,Yala,Krong Pig
All OS,Age,13-17,District,45.32,54.69,1000,Nakhon Si Thammarat,Chian Yai
All OS,Age,13-17,District,15.24,84.76,1000,Yala,Than To
All OS,Age,13-17,District,50.41,49.59,1000,Si Sa Ket,Wang Hin
All OS,Age,13-17,District,31.13,68.87,1000,Chumphon,Phato
All OS,Age,13-17,District,61.32,38.68,1000,Khon Kaen,Khao Suan Kwang
All OS,Age,13-17,District,69.49,30.51,1000,Si Sa Ket,Non Khun
All OS,Age,13-17,District,36.36,63.64,1000,Nong Bua Lam Phu,Na Wang
All OS,Age,13-17,District,57.52,42.48,1000,Prachin Buri,Ban Sang
All OS,Age,13-17,District,49,51,1000,Phayao,Phu Kamyao
All OS,Age,13-17,District,39.47,60.53,1000,Nakhon Ratchasima,Kham Sakaesaeng
All OS,Age,13-17,District,56.25,43.75,1000,Surat Thani,Don Sak
All OS,Age,13-17,District,39.17,60.83,1000,Nakhon Ratchasima,Lam Thamenchai
All OS,Age,13-17,District,29.91,70.09,1000,Udon Thani,Na Yung
All OS,Age,13-17,District,33.07,66.93,1000,Lampang,Mae Mo
All OS,Age,13-17,District,50,50,1000,Saraburi,Sao Hai
All OS,Age,13-17,District,26.55,73.45,1000,Chumphon,Thung Tako
All OS,Age,13-17,District,45.53,54.47,1000,Rayong,Khao Chamao
All OS,Age,13-17,District,42.01,57.98,1000,Yasothon,Pa Tio
Android,Age,13-17,District,43.48,21.74,1000,Satun,Thung Wa
Android,Age,13-17,District,0,100,1000,Yala,Krong Pig
Android,Age,13-17,District,31.33,50.6,1000,Nakhon Si Thammarat,Chian Yai
Android,Age,13-17,District,0,74.32,1000,Yala,Than To
Android,Age,13-17,District,13.48,51.69,1000,Si Sa Ket,Wang Hin
Android,Age,13-17,District,23,50,1000,Chumphon,Phato
Android,Age,13-17,District,0,37.5,1000,Khon Kaen,Khao Suan Kwang
Android,Age,13-17,District,20.27,40.54,1000,Si Sa Ket,Non Khun
Android,Age,13-17,District,16.92,83.08,1000,Nong Bua Lam Phu,Na Wang
Android,Age,13-17,District,27.84,47.42,1000,Prachin Buri,Ban Sang
Android,Age,13-17,District,22.08,50.65,1000,Phayao,Phu Kamyao
Android,Age,13-17,District,15.28,68.06,1000,Nakhon Ratchasima,Kham Sakaesaeng
Android,Age,13-17,District,37.04,35.8,1000,Surat Thani,Don Sak
Android,Age,13-17,District,20,61.18,1000,Nakhon Ratchasima,Lam Thamenchai
Android,Age,13-17,District,14.63,53.66,1000,Udon Thani,Na Yung
